cycle,avg_attention,avg_performance,is_break,high_attention_count
606,0.4151999999999998,0.9688,true,4
607,0.4627999999999999,0.9688,true,4
608,0.5128,0.9688,true,4
609,0.5619999999999997,0.9688,true,4
610,0.6104,0.9688,true,9
611,0.6507999999999999,0.9688,true,10
612,0.6903999999999998,0.9688,true,12
613,0.7308000000000001,0.9692000000000001,true,12
614,0.7727999999999998,0.9695999999999999,true,19
615,0.8164000000000001,0.97,false,19
616,0.7711999999999998,0.9703999999999999,false,19
617,0.7268000000000001,0.9708,false,12
618,0.6807999999999998,0.9712000000000001,false,12
619,0.6348,0.9716,false,10
620,0.5888,0.972,false,10
621,0.5411999999999998,0.972,false,7
622,0.49279999999999985,0.972,false,7
623,0.4467999999999997,0.972,false,6
624,0.40319999999999984,0.972,false,4
625,0.3611999999999999,0.972,false,0
626,0.3191999999999998,0.972,false,0
627,0.2771999999999999,0.972,false,0
628,0.23519999999999983,0.972,false,0
629,0.19479999999999978,0.972,false,0
630,0.15679999999999983,0.972,true,0
631,0.20519999999999974,0.972,true,0
632,0.2535999999999997,0.972,true,0
633,0.30199999999999994,0.972,true,0
634,0.3503999999999998,0.972,true,0
635,0.39879999999999993,0.972,true,0
636,0.4479999999999999,0.972,true,4
637,0.4995999999999998,0.972,true,6
638,0.5512,0.9723999999999999,true,7
639,0.6019999999999998,0.9728,true,7
640,0.6492,0.9732,true,10
641,0.6896000000000001,0.9736,true,10
642,0.7299999999999999,0.9740000000000001,true,12
643,0.7688000000000001,0.9743999999999999,true,12
644,0.8039999999999998,0.9748,true,22
645,0.8416000000000001,0.9752,false,23
646,0.7963999999999998,0.9756,false,23
647,0.7495999999999999,0.976,false,12
648,0.7011999999999999,0.9764,false,12
649,0.6528000000000002,0.9768000000000001,false,10
650,0.6043999999999999,0.9772,false,10
651,0.5559999999999996,0.9772,false,4
652,0.5075999999999999,0.9772,false,4
653,0.46159999999999973,0.9772,false,4
654,0.41639999999999977,0.9772,false,4
655,0.3695999999999999,0.9772,false,0
656,0.32199999999999984,0.9772,false,0
657,0.2743999999999998,0.9772,false,0
658,0.22759999999999977,0.9772,false,0
659,0.18479999999999983,0.9772,false,0
660,0.14279999999999982,0.9772,true,0
661,0.18879999999999977,0.9772,true,0
662,0.23479999999999976,0.9772,true,0
663,0.2807999999999998,0.9772,true,0
664,0.32679999999999987,0.9772,true,0
665,0.37279999999999996,0.9772,true,0
666,0.42119999999999974,0.9772,true,4
667,0.46959999999999985,0.9772,true,4
668,0.5172,0.9776,true,4
669,0.5647999999999997,0.978,true,4
670,0.6088,0.9784,true,9
671,0.6487999999999999,0.9788,true,9
672,0.6883999999999999,0.9792000000000001,true,11
673,0.7295999999999999,0.9795999999999999,true,11
674,0.7715999999999998,0.98,true,20
675,0.8136000000000001,0.9804,false,20
676,0.7659999999999998,0.9808,false,20
677,0.7183999999999999,0.9812000000000001,false,11
678,0.6699999999999998,0.9815999999999999,false,11
679,0.6192,0.9815999999999999,false,9
680,0.5683999999999998,0.9815999999999999,false,9
681,0.5175999999999997,0.9815999999999999,false,4
682,0.46679999999999994,0.9815999999999999,false,4
683,0.41639999999999977,0.9815999999999999,false,3
684,0.3723999999999998,0.9815999999999999,false,3
685,0.3311999999999999,0.9815999999999999,false,0
686,0.2899999999999998,0.9815999999999999,false,0
687,0.24919999999999984,0.9815999999999999,false,0
688,0.2075999999999998,0.9815999999999999,false,0
689,0.1667999999999998,0.9815999999999999,false,0
690,0.1267999999999998,0.9815999999999999,true,0
691,0.1743999999999998,0.9815999999999999,true,0
692,0.22119999999999979,0.9815999999999999,true,0
693,0.2679999999999998,0.9815999999999999,true,0
694,0.3147999999999998,0.9815999999999999,true,0
695,0.3615999999999999,0.9815999999999999,true,0
696,0.4099999999999998,0.9815999999999999,true,3
697,0.45999999999999985,0.9815999999999999,true,4
698,0.51,0.982,true,4
699,0.5599999999999998,0.9823999999999999,true,4
700,0.6072,0.9828,true,9
701,0.6472,0.9832,true,9
702,0.6859999999999998,0.9836,true,11
703,0.7256,0.9840000000000001,true,11
704,0.7667999999999998,0.9843999999999999,true,21
705,0.8088000000000002,0.9848,false,21
706,0.7619999999999998,0.9852,false,21
707,0.7143999999999999,0.9856,false,11
708,0.6651999999999998,0.986,false,11
709,0.6151999999999999,0.9864,false,9
710,0.5651999999999998,0.9868000000000001,false,9
711,0.5151999999999998,0.9868000000000001,false,4
712,0.4651999999999999,0.9868000000000001,false,4
713,0.4195999999999998,0.9868000000000001,false,4
714,0.38039999999999985,0.9868000000000001,false,4
715,0.33999999999999986,0.9868000000000001,false,0
716,0.2979999999999998,0.9868000000000001,false,0
717,0.2559999999999998,0.9868000000000001,false,0
718,0.21399999999999977,0.9868000000000001,false,0
719,0.17199999999999982,0.9868000000000001,false,0
720,0.1299999999999998,0.9868000000000001,true,0
721,0.1767999999999998,0.9868000000000001,true,0
722,0.22359999999999977,0.9868000000000001,true,0
723,0.27039999999999975,0.9868000000000001,true,0
724,0.3171999999999998,0.9868000000000001,true,0
725,0.36399999999999993,0.9868000000000001,true,0
726,0.4123999999999998,0.9868000000000001,true,4
727,0.4623999999999998,0.9868000000000001,true,4
728,0.5131999999999999,0.9872,true,4
729,0.5639999999999997,0.9872,true,4
730,0.6103999999999999,0.9872,true,9
731,0.6528,0.9872,true,9
732,0.6939999999999997,0.9872,true,11
733,0.7343999999999999,0.9872,true,11
734,0.7755999999999998,0.9872,true,21
735,0.8176000000000001,0.9872,false,21
736,0.7707999999999998,0.9872,false,21
737,0.7239999999999999,0.9872,false,11
738,0.6763999999999997,0.9872,false,11
739,0.6279999999999999,0.9872,false,9
740,0.5787999999999998,0.9872,false,9
741,0.5287999999999998,0.9872,false,4
742,0.4787999999999999,0.9872,false,4
743,0.4303999999999998,0.9872,false,3
744,0.38679999999999987,0.9872,false,3
745,0.34239999999999987,0.9872,false,0
